strategy,entry_time,side,entry_px,sl,tp,exit_px,exit_time,outcome,pnl_pts,reason
ICT_S4_BREAKER,2025-12-03 20:15:00+00:00,SELL,4210.93,4216.05,4201.32,4216.35,2025-12-04 01:45:00+00:00,SL,-5.42,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-04 03:45:00+00:00,SELL,4196.99,4199.37,4192.65,4192.95,2025-12-04 05:15:00+00:00,TP,4.03,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-04 06:45:00+00:00,BUY,4189.49,4186.4,4195.1,4194.8,2025-12-04 07:15:00+00:00,TP,5.31,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-05 08:15:00+00:00,BUY,4223.28,4221.47,4226.34,4221.17,2025-12-05 08:30:00+00:00,SL,-2.11,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-09 08:45:00+00:00,SELL,4190.56,4193.74,4184.8,4194.04,2025-12-09 09:00:00+00:00,SL,-3.48,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-09 17:30:00+00:00,BUY,4208.07,4198.85,4225.8,4198.55,2025-12-10 08:45:00+00:00,SL,-9.52,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-12 15:45:00+00:00,SELL,4316.97,4323.19,4305.13,4305.43,2025-12-12 16:00:00+00:00,TP,11.53,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-15 09:45:00+00:00,BUY,4345.59,4338.41,4359.3,4338.11,2025-12-15 10:30:00+00:00,SL,-7.48,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-16 08:00:00+00:00,SELL,4287.33,4289.59,4283.47,4283.77,2025-12-16 08:15:00+00:00,TP,3.57,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-16 14:45:00+00:00,SELL,4326.78,4328.95,4321.66,4329.25,2025-12-16 15:00:00+00:00,SL,-2.46,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-18 17:15:00+00:00,BUY,4328.63,4316.93,4351.42,4316.63,2025-12-19 01:15:00+00:00,SL,-12.0,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-19 02:00:00+00:00,SELL,4323.07,4334.6,4300.51,4334.9,2025-12-19 13:00:00+00:00,SL,-11.83,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-24 03:45:00+00:00,SELL,4494.89,4498.82,4487.58,4499.12,2025-12-24 04:30:00+00:00,SL,-4.23,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-29 00:30:00+00:00,BUY,4487.01,4481.69,4497.12,4496.82,2025-12-29 00:45:00+00:00,TP,9.81,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-31 14:15:00+00:00,BUY,4340.61,4331.76,4357.72,4331.46,2025-12-31 15:00:00+00:00,SL,-9.14,ICT_S4_BREAKER
ICT_S4_BREAKER,2025-12-31 21:00:00+00:00,SELL,4313.37,4316.5,4307.52,4307.82,2025-12-31 21:15:00+00:00,TP,5.55,ICT_S4_BREAKER
ICT_S4_BREAKER,2026-01-02 12:45:00+00:00,BUY,4388.47,4384.33,4396.1,4395.8,2026-01-02 13:00:00+00:00,TP,7.32,ICT_S4_BREAKER
