module,gate,model,cost,split,n_total,n_aligned,n_against,n_none,n_missing,admitted_frac,base_n,base_pf,base_pts,base_meanR,base_wr,al_n,al_pf,al_pts,al_meanR,al_wr,ag_n,ag_pf,ag_pts,ag_meanR,ag_wr,dR,p_flip,dR_lo,dR_hi,pf_lo,pf_hi,pts_lo,pts_hi,p_perm,sanity_flag
c03_fvg_fill,B1_utc,q,0.45,TRAIN,1323,595,459,269,0,0.45,1323,1.313,854.1,0.1397,45.4,595,1.382,439.6,0.1932,46.9,459,1.167,171.7,0.0122,41.6,0.181,0.0815,-0.2165,0.1925,1.075,1.482,79.9,508.7,,
c03_fvg_fill,B2_lb2,q,0.45,TRAIN,1323,302,1021,0,0,0.228,1323,1.313,854.1,0.1397,45.4,302,1.291,189.9,0.0658,43.7,1021,1.32,664.2,0.1615,45.8,-0.0956,0.294,-0.1852,0.1825,1.125,1.532,172.4,703.1,,
c03_fvg_fill,B2_lb5,q,0.45,TRAIN,1323,421,902,0,0,0.318,1323,1.313,854.1,0.1397,45.4,421,1.322,297.9,0.0592,43.2,902,1.308,556.2,0.1772,46.3,-0.1181,0.1885,-0.1754,0.1709,1.129,1.498,181.8,658.1,,
c03_fvg_fill,B3_db0.05,q,0.45,TRAIN,1323,1076,106,107,34,0.813,1323,1.313,854.1,0.1397,45.4,1076,1.346,752.7,0.1686,46.8,106,0.959,-11.3,-0.1086,34.9,0.2772,0.0015,-0.1815,0.1904,1.118,1.5,147.8,598.7,,
c03_fvg_fill,B3_db0.10,q,0.45,TRAIN,1323,1019,77,193,34,0.77,1323,1.313,854.1,0.1397,45.4,1019,1.348,720.8,0.1674,47.0,77,1.009,1.9,-0.0304,36.4,0.1978,0.0445,-0.1841,0.1976,1.12,1.526,137.1,587.7,,
c03_fvg_fill,B5_w2,q,0.45,TRAIN,1323,661,655,7,0,0.5,1323,1.313,854.1,0.1397,45.4,661,1.303,386.2,0.1815,47.2,655,1.312,450.9,0.0956,43.5,0.0859,0.3555,-0.1774,0.1759,1.116,1.505,154.8,667.2,,
c03_fvg_fill,B1,q,0.45,TEST,824,418,318,88,0,0.507,824,1.451,1508.4,0.3842,44.7,418,1.377,604.9,0.4074,45.7,318,1.47,628.8,0.3225,42.8,0.0849,0.6345,-0.3425,0.3366,1.134,1.727,201.1,1024.7,,
c03_fvg_fill,B2,q,0.45,TEST,824,206,618,0,0,0.25,824,1.451,1508.4,0.3842,44.7,206,1.149,127.5,0.2301,39.3,618,1.556,1381.0,0.4356,46.4,-0.2055,0.2135,-0.3131,0.3096,1.205,1.724,350.2,1167.9,,
c03_fvg_fill,B3,q,0.45,TEST,824,732,92,0,0,0.888,824,1.451,1508.4,0.3842,44.7,732,1.473,1407.0,0.3656,45.1,92,1.273,101.4,0.5324,41.3,-0.1668,0.3275,-0.31,0.326,1.181,1.753,312.7,1208.3,,
c03_fvg_fill,B4,q,0.45,TEST,824,395,374,55,0,0.479,824,1.451,1508.4,0.3842,44.7,395,1.33,499.1,0.3639,44.1,374,1.445,740.6,0.3132,44.4,0.0507,0.774,-0.3172,0.3266,1.116,1.671,183.3,1050.5,,
c03_fvg_fill,B5,q,0.45,TEST,824,434,390,0,0,0.527,824,1.451,1508.4,0.3842,44.7,434,1.595,932.2,0.462,48.4,390,1.324,576.2,0.2977,40.5,0.1643,0.3345,-0.3295,0.3144,1.195,1.732,330.4,1187.0,,
c03_fvg_fill,B6,q,0.45,TEST,824,365,396,63,0,0.443,824,1.451,1508.4,0.3842,44.7,365,1.434,598.7,0.41,46.8,396,1.443,722.4,0.3528,42.4,0.0572,0.752,-0.3299,0.3484,1.159,1.747,244.5,1076.6,,
c03_fvg_fill,C2,q,0.45,TEST,824,472,352,0,0,0.573,824,1.451,1508.4,0.3842,44.7,472,1.501,865.8,0.4887,47.7,352,1.398,642.7,0.2441,40.6,0.2445,0.149,-0.3267,0.3217,1.191,1.733,310.0,1189.8,,
c03_fvg_fill,B1_utc,q,0.45,TEST,824,419,283,122,0,0.508,824,1.451,1508.4,0.3842,44.7,419,1.454,716.3,0.395,45.6,283,1.319,406.5,0.2723,42.0,0.1227,0.467,-0.3283,0.3419,1.125,1.675,180.4,948.9,,
c03_fvg_fill,B2_lb2,q,0.45,TEST,824,163,661,0,0,0.198,824,1.451,1508.4,0.3842,44.7,163,1.111,79.3,0.3203,39.3,661,1.544,1429.2,0.4,46.0,-0.0797,0.631,-0.3181,0.3208,1.211,1.716,351.9,1148.8,,
c03_fvg_fill,B2_lb5,q,0.45,TEST,824,230,594,0,0,0.279,824,1.451,1508.4,0.3842,44.7,230,1.275,251.7,0.2542,41.3,594,1.518,1256.8,0.4345,46.0,-0.1803,0.259,-0.3079,0.3123,1.213,1.716,369.6,1134.8,,
c03_fvg_fill,B3_db0.05,q,0.45,TEST,824,686,63,75,0,0.833,824,1.451,1508.4,0.3842,44.7,686,1.442,1260.3,0.342,44.8,63,1.146,38.3,0.4797,38.1,-0.1377,0.441,-0.3523,0.3424,1.141,1.729,222.5,1095.2,,
c03_fvg_fill,B3_db0.10,q,0.45,TEST,824,630,46,148,0,0.765,824,1.451,1508.4,0.3842,44.7,630,1.442,1157.6,0.2865,45.2,46,1.163,35.5,0.6429,39.1,-0.3564,0.0255,-0.2958,0.3124,1.121,1.743,184.2,1015.1,,
c03_fvg_fill,B5_w2,q,0.45,TEST,824,431,393,0,0,0.523,824,1.451,1508.4,0.3842,44.7,431,1.427,674.8,0.3896,46.4,393,1.472,833.6,0.3783,42.7,0.0113,0.9485,-0.3339,0.3242,1.188,1.728,303.0,1187.2,,
c03_fvg_fill,B1,q,0.7,ALL,2147,1079,845,223,0,0.503,2147,1.287,1825.8,0.1542,45.1,1079,1.259,798.9,0.1877,46.2,845,1.28,721.3,0.1013,43.4,0.0864,0.324,-0.1639,0.1726,1.115,1.446,322.6,1247.5,0.336,
c03_fvg_fill,B2,q,0.7,ALL,2147,557,1590,0,0,0.259,2147,1.287,1825.8,0.1542,45.1,557,1.137,233.8,0.0563,42.0,1590,1.341,1592.0,0.1886,46.2,-0.1323,0.1235,-0.1715,0.1613,1.137,1.448,434.8,1392.2,0.152,
c03_fvg_fill,B3,q,0.7,ALL,2147,1893,254,0,0,0.882,2147,1.287,1825.8,0.1542,45.1,1893,1.303,1690.6,0.1542,45.7,254,1.17,135.2,0.1544,40.2,-0.0001,0.999,-0.1749,0.1642,1.129,1.45,411.0,1399.9,1.0,
c03_fvg_fill,B4,q,0.7,ALL,2147,1056,915,176,0,0.492,2147,1.287,1825.8,0.1542,45.1,1056,1.22,650.8,0.1773,46.1,915,1.32,951.2,0.1237,44.5,0.0536,0.5385,-0.1699,0.1747,1.113,1.443,326.6,1284.1,0.492,
c03_fvg_fill,B5,q,0.7,ALL,2147,1120,1027,0,0,0.522,2147,1.287,1825.8,0.1542,45.1,1120,1.335,1016.8,0.1895,47.1,1027,1.242,809.0,0.1158,42.9,0.0737,0.398,-0.1624,0.163,1.125,1.454,400.5,1428.6,0.378,
c03_fvg_fill,B6,q,0.7,ALL,2147,922,1052,173,0,0.429,2147,1.287,1825.8,0.1542,45.1,922,1.291,751.2,0.1955,47.3,1052,1.262,835.9,0.1072,42.9,0.0882,0.331,-0.1786,0.183,1.101,1.459,301.2,1278.1,0.31,
c03_fvg_fill,C2,q,0.7,ALL,2147,1172,955,0,20,0.546,2147,1.287,1825.8,0.1542,45.1,1172,1.331,1060.9,0.2337,47.4,955,1.244,762.2,0.0637,42.3,0.17,0.0505,-0.173,0.1691,1.126,1.456,397.2,1440.0,0.032,
c03_fvg_fill,B1_utc,q,0.7,ALL,2147,1014,742,391,0,0.472,2147,1.287,1825.8,0.1542,45.1,1014,1.315,902.4,0.1954,46.4,742,1.163,392.6,0.0345,41.8,0.161,0.0755,-0.1754,0.1784,1.084,1.419,222.1,1080.6,,
c03_fvg_fill,B2_lb2,q,0.7,ALL,2147,465,1682,0,0,0.217,2147,1.287,1825.8,0.1542,45.1,465,1.107,152.9,0.075,42.2,1682,1.339,1672.9,0.1762,45.9,-0.1012,0.246,-0.1662,0.1743,1.125,1.448,414.2,1394.1,,
c03_fvg_fill,B2_lb5,q,0.7,ALL,2147,651,1496,0,0,0.303,2147,1.287,1825.8,0.1542,45.1,651,1.2,386.8,0.0497,42.5,1496,1.325,1439.0,0.1997,46.2,-0.15,0.064,-0.1638,0.1561,1.145,1.439,458.6,1368.0,,
c03_fvg_fill,B3_db0.05,q,0.7,ALL,2147,1762,169,182,34,0.821,2147,1.287,1825.8,0.1542,45.1,1762,1.299,1572.6,0.1585,46.0,169,0.973,-15.3,0.0272,36.1,0.1313,0.1365,-0.1718,0.1742,1.097,1.435,288.6,1240.7,,
c03_fvg_fill,B3_db0.10,q,0.7,ALL,2147,1649,123,341,34,0.768,2147,1.287,1825.8,0.1542,45.1,1649,1.298,1466.1,0.1353,46.3,123,1.015,6.6,0.1419,37.4,-0.0066,0.9245,-0.1685,0.1777,1.095,1.462,263.7,1189.3,,
c03_fvg_fill,B5_w2,q,0.7,ALL,2147,1092,1048,7,0,0.509,2147,1.287,1825.8,0.1542,45.1,1092,1.263,788.0,0.1824,46.9,1048,1.304,1022.5,0.1247,43.2,0.0577,0.4985,-0.1636,0.168,1.13,1.446,409.0,1394.2,,
c03_fvg_fill,B1,q,0.7,TRAIN,1323,661,527,135,0,0.5,1323,1.18,523.4,0.0446,45.4,661,1.211,298.5,0.0839,46.6,527,1.144,172.0,-0.0003,43.8,0.0842,0.393,-0.1845,0.1962,1.006,1.382,8.2,489.5,0.334,
c03_fvg_fill,B2,q,0.7,TRAIN,1323,351,972,0,0,0.265,1323,1.18,523.4,0.0446,45.4,351,1.194,157.8,-0.0118,43.6,972,1.174,365.5,0.065,46.0,-0.0768,0.432,-0.1759,0.1796,0.998,1.381,-3.1,530.5,0.442,
c03_fvg_fill,B3,q,0.7,TRAIN,1323,1161,162,0,0,0.878,1323,1.18,523.4,0.0446,45.4,1161,1.187,466.6,0.0544,46.2,162,1.139,56.7,-0.0258,39.5,0.0802,0.39,-0.1758,0.1844,1.025,1.367,37.4,513.5,0.544,
c03_fvg_fill,B4,q,0.7,TRAIN,1323,661,541,121,0,0.5,1323,1.18,523.4,0.0446,45.4,661,1.18,250.4,0.1,47.4,541,1.243,304.0,0.0275,44.5,0.0725,0.4615,-0.1894,0.1902,1.03,1.405,40.7,519.3,0.42,
c03_fvg_fill,B5,q,0.7,TRAIN,1323,686,637,0,0,0.519,1323,1.18,523.4,0.0446,45.4,686,1.137,193.1,0.0521,46.2,637,1.22,330.3,0.0365,44.4,0.0156,0.859,-0.1783,0.173,1.015,1.355,20.8,499.5,0.844,
c03_fvg_fill,B6,q,0.7,TRAIN,1323,557,656,110,0,0.421,1323,1.18,523.4,0.0446,45.4,557,1.211,243.7,0.0911,47.6,656,1.141,212.5,-0.0083,43.1,0.0993,0.2945,-0.1972,0.1898,0.987,1.362,-19.1,460.6,0.296,
c03_fvg_fill,C2,q,0.7,TRAIN,1323,700,603,0,20,0.529,1323,1.18,523.4,0.0446,45.4,700,1.222,313.2,0.0993,47.3,603,1.142,207.5,-0.0116,43.3,0.1109,0.2345,-0.1885,0.1765,1.005,1.355,7.4,509.0,0.188,
c03_fvg_fill,B1_utc,q,0.7,TRAIN,1323,595,459,269,0,0.45,1323,1.18,523.4,0.0446,45.4,595,1.236,290.9,0.0947,46.9,459,1.052,56.9,-0.0802,41.6,0.1749,0.096,-0.2068,0.2024,0.973,1.337,-32.6,381.2,,
c03_fvg_fill,B2_lb2,q,0.7,TRAIN,1323,302,1021,0,0,0.228,1323,1.18,523.4,0.0446,45.4,302,1.165,114.4,-0.0268,43.7,1021,1.185,409.0,0.0658,45.8,-0.0926,0.321,-0.1752,0.1886,0.998,1.371,-2.6,523.7,,
c03_fvg_fill,B2_lb5,q,0.7,TRAIN,1323,421,902,0,0,0.318,1323,1.18,523.4,0.0446,45.4,421,1.196,192.6,-0.0307,43.2,902,1.172,330.7,0.0798,46.3,-0.1105,0.221,-0.1811,0.1811,1.026,1.352,37.8,493.8,,
c03_fvg_fill,B3_db0.05,q,0.7,TRAIN,1323,1076,106,107,34,0.813,1323,1.18,523.4,0.0446,45.4,1076,1.208,483.7,0.0747,46.8,106,0.871,-37.8,-0.2037,34.9,0.2784,0.002,-0.1791,0.19,1.006,1.354,7.4,444.0,,
c03_fvg_fill,B3_db0.10,q,0.7,TRAIN,1323,1019,77,193,34,0.77,1323,1.18,523.4,0.0446,45.4,1019,1.211,466.0,0.0738,47.0,77,0.923,-17.3,-0.1224,36.4,0.1962,0.05,-0.1918,0.1977,1.007,1.373,8.2,442.9,,
c03_fvg_fill,B5_w2,q,0.7,TRAIN,1323,661,655,7,0,0.5,1323,1.18,523.4,0.0446,45.4,661,1.162,220.9,0.0842,47.2,655,1.187,287.1,0.003,43.5,0.0811,0.3675,-0.1861,0.1738,1.009,1.354,13.1,496.6,,
c03_fvg_fill,B1,q,0.7,TEST,824,418,318,88,0,0.507,824,1.377,1302.4,0.3303,44.7,418,1.301,500.4,0.3518,45.7,318,1.397,549.3,0.2696,42.8,0.0822,0.6545,-0.3308,0.3525,1.091,1.627,139.7,920.6,0.606,
c03_fvg_fill,B2,q,0.7,TEST,824,206,618,0,0,0.25,824,1.377,1302.4,0.3303,44.7,206,1.085,76.0,0.1723,39.3,618,1.478,1226.5,0.3829,46.4,-0.2106,0.1865,-0.3114,0.3013,1.136,1.642,237.1,1062.8,0.284,
c03_fvg_fill,B3,q,0.7,TEST,824,732,92,0,0,0.888,824,1.377,1302.4,0.3303,44.7,732,1.398,1224.0,0.3125,45.1,92,1.204,78.4,0.4716,41.3,-0.1591,0.34,-0.3252,0.3109,1.132,1.653,231.7,1098.7,0.52,
c03_fvg_fill,B4,q,0.7,TEST,824,395,374,55,0,0.479,824,1.377,1302.4,0.3303,44.7,395,1.255,400.4,0.3067,44.1,374,1.377,647.1,0.2629,44.4,0.0438,0.8,-0.3255,0.3027,1.068,1.58,108.6,916.1,0.8,
c03_fvg_fill,B5,q,0.7,TEST,824,434,390,0,0,0.527,824,1.377,1302.4,0.3303,44.7,434,1.508,823.7,0.4066,48.4,390,1.261,478.7,0.2453,40.5,0.1614,0.3425,-0.3197,0.3272,1.125,1.653,210.3,1109.7,0.338,
c03_fvg_fill,B6,q,0.7,TEST,824,365,396,63,0,0.443,824,1.377,1302.4,0.3303,44.7,365,1.356,507.5,0.3548,46.8,396,1.369,623.4,0.2985,42.4,0.0563,0.751,-0.3398,0.3501,1.096,1.669,149.9,976.5,0.734,
c03_fvg_fill,C2,q,0.7,TEST,824,472,352,0,0,0.573,824,1.377,1302.4,0.3303,44.7,472,1.418,747.8,0.433,47.7,352,1.333,554.7,0.1926,40.6,0.2404,0.155,-0.3252,0.3321,1.13,1.655,229.8,1102.6,0.134,
c03_fvg_fill,B1_utc,q,0.7,TEST,824,419,283,122,0,0.508,824,1.377,1302.4,0.3303,44.7,419,1.374,611.5,0.3385,45.6,283,1.255,335.7,0.2205,42.0,0.1181,0.471,-0.3357,0.3292,1.062,1.583,89.6,840.3,,
c03_fvg_fill,B2_lb2,q,0.7,TEST,824,163,661,0,0,0.198,824,1.377,1302.4,0.3303,44.7,163,1.052,38.5,0.2635,39.3,661,1.465,1263.9,0.3467,46.0,-0.0832,0.5985,-0.3218,0.3195,1.161,1.622,271.7,1050.0,,
c03_fvg_fill,B2_lb5,q,0.7,TEST,824,230,594,0,0,0.279,824,1.377,1302.4,0.3303,44.7,230,1.205,194.2,0.197,41.3,594,1.442,1108.3,0.3819,46.0,-0.1849,0.2465,-0.3094,0.3012,1.165,1.599,274.4,1006.8,,
c03_fvg_fill,B3_db0.05,q,0.7,TEST,824,686,63,75,0,0.833,824,1.377,1302.4,0.3303,44.7,686,1.37,1088.8,0.2899,44.8,63,1.083,22.5,0.4156,38.1,-0.1257,0.447,-0.3388,0.3153,1.075,1.615,114.0,956.5,,
c03_fvg_fill,B3_db0.10,q,0.7,TEST,824,630,46,148,0,0.765,824,1.377,1302.4,0.3303,44.7,630,1.37,1000.1,0.2348,45.2,46,1.107,24.0,0.5844,39.1,-0.3496,0.029,-0.316,0.3054,1.091,1.66,130.4,900.1,,
c03_fvg_fill,B5_w2,q,0.7,TEST,824,431,393,0,0,0.523,824,1.377,1302.4,0.3303,44.7,431,1.347,567.0,0.3329,46.4,393,1.404,735.4,0.3273,42.7,0.0056,0.972,-0.3078,0.3272,1.132,1.66,226.9,1090.0,,
s14_ob_mit_bias,B1,mid,0.75,ALL,3970,1774,1765,431,0,0.447,3970,1.347,2192.1,0.2013,51.2,1774,1.365,1023.1,0.2081,51.4,1765,1.343,967.1,0.2008,51.1,0.0073,0.8965,-0.1066,0.0993,1.259,1.454,743.9,1232.9,,
s14_ob_mit_bias,B2,mid,0.75,ALL,3970,1645,2325,0,0,0.414,3970,1.347,2192.1,0.2013,51.2,1645,1.487,1212.3,0.2773,53.7,2325,1.257,979.8,0.1475,49.4,0.1298,0.012,-0.1057,0.0989,1.26,1.443,838.6,1354.0,,
s14_ob_mit_bias,B3,mid,0.75,ALL,3970,2708,1261,1,0,0.682,3970,1.347,2192.1,0.2013,51.2,2708,1.265,1163.7,0.1477,49.5,1261,1.535,1023.0,0.3152,54.7,-0.1675,0.0005,-0.0962,0.0962,1.256,1.441,830.2,1344.4,,
s14_ob_mit_bias,B4,mid,0.75,ALL,3970,1747,1867,356,0,0.44,3970,1.347,2192.1,0.2013,51.2,1747,1.515,1338.9,0.2887,54.1,1867,1.262,806.1,0.147,49.3,0.1417,0.009,-0.1036,0.1073,1.283,1.483,824.3,1323.7,,
s14_ob_mit_bias,B5,mid,0.75,ALL,3970,1981,1989,0,0,0.499,3970,1.347,2192.1,0.2013,51.2,1981,1.336,1062.7,0.1915,50.8,1989,1.359,1129.4,0.2111,51.5,-0.0196,0.6885,-0.0972,0.0939,1.257,1.443,836.8,1348.2,,
s14_ob_mit_bias,B6,mid,0.75,ALL,3970,1232,2478,260,0,0.31,3970,1.347,2192.1,0.2013,51.2,1232,1.292,578.2,0.1625,50.0,2478,1.401,1560.6,0.2359,52.2,-0.0733,0.151,-0.1056,0.0935,1.269,1.454,817.3,1308.0,,
s14_ob_mit_bias,C2,mid,0.75,ALL,3970,1970,1966,0,34,0.496,3970,1.347,2192.1,0.2013,51.2,1970,1.334,1049.8,0.1883,50.8,1966,1.353,1105.4,0.211,51.4,-0.0227,0.6535,-0.0966,0.0958,1.256,1.437,826.4,1329.9,,
s14_ob_mit_bias,B1_utc,mid,0.75,ALL,3970,1663,1513,794,0,0.419,3970,1.347,2192.1,0.2013,51.2,1663,1.303,832.1,0.1743,50.1,1513,1.389,912.2,0.2231,51.9,-0.0488,0.3865,-0.1033,0.1057,1.249,1.442,647.9,1092.3,,
s14_ob_mit_bias,B2_lb2,mid,0.75,ALL,3970,1568,2402,0,0,0.395,3970,1.347,2192.1,0.2013,51.2,1568,1.502,1184.4,0.2916,54.1,2402,1.255,1007.7,0.1423,49.2,0.1493,0.003,-0.0989,0.1058,1.257,1.448,831.9,1367.2,,
s14_ob_mit_bias,B2_lb5,mid,0.75,ALL,3970,1711,2259,0,0,0.431,3970,1.347,2192.1,0.2013,51.2,1711,1.445,1171.5,0.2525,52.8,2259,1.277,1020.5,0.1625,49.9,0.09,0.085,-0.1003,0.1018,1.255,1.446,831.1,1364.3,,
s14_ob_mit_bias,B3_db0.05,mid,0.75,ALL,3970,2433,1088,394,55,0.613,3970,1.347,2192.1,0.2013,51.2,2433,1.291,1135.8,0.1661,50.1,1088,1.564,916.7,0.3274,55.1,-0.1613,0.0025,-0.1048,0.107,1.273,1.475,784.3,1267.3,,
s14_ob_mit_bias,B3_db0.10,mid,0.75,ALL,3970,2223,896,796,55,0.56,3970,1.347,2192.1,0.2013,51.2,2223,1.278,1005.0,0.1549,49.7,896,1.696,910.7,0.3978,57.3,-0.243,0.0,-0.1151,0.1103,1.285,1.498,723.9,1185.5,,
s14_ob_mit_bias,B5_w2,mid,0.75,ALL,3970,1952,2005,13,0,0.492,3970,1.347,2192.1,0.2013,51.2,1952,1.369,1132.2,0.2176,51.7,2005,1.327,1056.0,0.1868,50.6,0.0308,0.5285,-0.0918,0.0986,1.264,1.441,850.2,1342.7,,
s14_ob_mit_bias,B1,mid,0.75,TRAIN,2549,1151,1118,280,0,0.452,2549,1.294,1156.1,0.1687,50.6,1151,1.28,502.8,0.1484,49.9,1118,1.328,557.2,0.1937,51.4,-0.0453,0.504,-0.1326,0.1231,1.19,1.416,338.3,705.9,,
s14_ob_mit_bias,B2,mid,0.75,TRAIN,2549,1031,1518,0,0,0.404,2549,1.294,1156.1,0.1687,50.6,1031,1.363,558.1,0.2323,52.8,1518,1.25,598.1,0.1254,49.1,0.1069,0.093,-0.1221,0.1257,1.187,1.41,379.0,774.0,,
s14_ob_mit_bias,B3,mid,0.75,TRAIN,2549,1750,798,1,0,0.687,2549,1.294,1156.1,0.1687,50.6,1750,1.229,624.2,0.118,49.0,798,1.439,526.6,0.2778,53.9,-0.1597,0.0095,-0.1145,0.1223,1.193,1.405,392.6,765.2,,
s14_ob_mit_bias,B4,mid,0.75,TRAIN,2549,1143,1163,243,0,0.448,2549,1.294,1156.1,0.1687,50.6,1143,1.533,865.7,0.2814,54.3,1163,1.147,279.4,0.0876,47.8,0.1938,0.0005,-0.1262,0.1275,1.213,1.446,389.1,760.4,,
s14_ob_mit_bias,B5,mid,0.75,TRAIN,2549,1287,1262,0,0,0.505,2549,1.294,1156.1,0.1687,50.6,1287,1.326,640.5,0.1831,51.0,1262,1.262,515.6,0.1539,50.1,0.0292,0.6355,-0.1213,0.1228,1.19,1.406,385.5,773.7,,
s14_ob_mit_bias,B6,mid,0.75,TRAIN,2549,791,1575,183,0,0.31,2549,1.294,1156.1,0.1687,50.6,791,1.252,309.6,0.1236,49.2,1575,1.356,849.0,0.2098,51.9,-0.0862,0.192,-0.1282,0.1217,1.215,1.433,393.9,767.0,,
s14_ob_mit_bias,C2,mid,0.75,TRAIN,2549,1283,1232,0,34,0.503,2549,1.294,1156.1,0.1687,50.6,1283,1.302,599.4,0.1602,50.3,1232,1.273,519.8,0.1711,50.6,-0.0109,0.8685,-0.1199,0.1274,1.182,1.399,364.9,753.4,,
s14_ob_mit_bias,B1_utc,mid,0.75,TRAIN,2549,1045,946,558,0,0.41,2549,1.294,1156.1,0.1687,50.6,1045,1.215,364.9,0.1117,48.5,946,1.345,488.9,0.2037,51.8,-0.092,0.1995,-0.1403,0.1415,1.155,1.406,246.7,610.4,,
s14_ob_mit_bias,B2_lb2,mid,0.75,TRAIN,2549,1017,1532,0,0,0.399,2549,1.294,1156.1,0.1687,50.6,1017,1.412,617.4,0.2593,53.6,1532,1.221,538.8,0.1085,48.6,0.1508,0.014,-0.1209,0.1252,1.192,1.408,390.2,772.4,,
s14_ob_mit_bias,B2_lb5,mid,0.75,TRAIN,2549,1079,1470,0,0,0.423,2549,1.294,1156.1,0.1687,50.6,1079,1.318,522.7,0.2028,51.7,1470,1.277,633.4,0.1436,49.7,0.0591,0.3315,-0.1183,0.1264,1.19,1.415,389.1,780.9,,
s14_ob_mit_bias,B3_db0.05,mid,0.75,TRAIN,2549,1591,680,223,55,0.624,2549,1.294,1156.1,0.1687,50.6,1591,1.242,599.1,0.1285,49.3,680,1.434,443.3,0.2804,54.0,-0.1518,0.0235,-0.1299,0.1282,1.183,1.419,336.9,706.1,,
s14_ob_mit_bias,B3_db0.10,mid,0.75,TRAIN,2549,1456,565,473,55,0.571,2549,1.294,1156.1,0.1687,50.6,1456,1.238,541.5,0.1204,49.0,565,1.612,503.1,0.3755,56.8,-0.2552,0.0,-0.1429,0.129,1.211,1.463,340.7,683.6,,
s14_ob_mit_bias,B5_w2,mid,0.75,TRAIN,2549,1250,1286,13,0,0.49,2549,1.294,1156.1,0.1687,50.6,1250,1.385,719.8,0.2173,52.2,1286,1.212,432.5,0.1232,49.1,0.094,0.12,-0.1276,0.1183,1.184,1.406,373.5,768.4,,
s14_ob_mit_bias,B1,mid,0.75,TEST,1421,623,647,151,0,0.438,1421,1.435,1035.9,0.2598,52.2,623,1.517,520.3,0.3184,54.3,647,1.366,409.9,0.2131,50.5,0.1054,0.249,-0.1721,0.1719,1.28,1.621,312.1,626.8,,
s14_ob_mit_bias,B2,mid,0.75,TEST,1421,614,807,0,0,0.432,1421,1.435,1035.9,0.2598,52.2,614,1.685,654.3,0.3528,55.2,807,1.268,381.7,0.189,49.9,0.1638,0.061,-0.1635,0.1783,1.281,1.624,359.9,693.6,,
s14_ob_mit_bias,B3,mid,0.75,TEST,1421,958,463,0,0,0.674,1421,1.435,1035.9,0.2598,52.2,958,1.323,539.5,0.2019,50.3,463,1.698,496.4,0.3797,56.2,-0.1778,0.034,-0.1628,0.1664,1.287,1.611,358.3,678.9,,
s14_ob_mit_bias,B4,mid,0.75,TEST,1421,604,704,113,0,0.425,1421,1.435,1035.9,0.2598,52.2,604,1.486,473.2,0.3026,53.8,704,1.447,526.7,0.2451,51.7,0.0575,0.5305,-0.174,0.1721,1.304,1.66,346.9,654.7,,
s14_ob_mit_bias,B5,mid,0.75,TEST,1421,694,727,0,0,0.488,1421,1.435,1035.9,0.2598,52.2,694,1.353,422.1,0.2069,50.4,727,1.519,613.8,0.3103,53.9,-0.1034,0.2205,-0.1601,0.1632,1.284,1.612,348.8,685.5,,
s14_ob_mit_bias,B6,mid,0.75,TEST,1421,441,903,77,0,0.31,1421,1.435,1035.9,0.2598,52.2,441,1.358,268.6,0.2324,51.5,903,1.473,711.6,0.2814,52.8,-0.049,0.5855,-0.1711,0.1672,1.28,1.615,320.9,656.1,,
s14_ob_mit_bias,C2,mid,0.75,TEST,1421,687,734,0,0,0.483,1421,1.435,1035.9,0.2598,52.2,687,1.39,450.4,0.2406,51.7,734,1.479,585.6,0.2778,52.7,-0.0372,0.643,-0.1676,0.1656,1.283,1.609,356.0,682.0,,
s14_ob_mit_bias,B1_utc,mid,0.75,TEST,1421,618,567,236,0,0.435,1421,1.435,1035.9,0.2598,52.2,618,1.445,467.3,0.2802,52.8,567,1.456,423.2,0.2553,52.2,0.0249,0.7905,-0.1778,0.1751,1.286,1.635,295.1,589.0,,
s14_ob_mit_bias,B2_lb2,mid,0.75,TEST,1421,551,870,0,0,0.388,1421,1.435,1035.9,0.2598,52.2,551,1.659,567.0,0.3513,55.2,870,1.309,468.9,0.2019,50.3,0.1494,0.08,-0.1729,0.1662,1.28,1.61,348.5,685.7,,
s14_ob_mit_bias,B2_lb5,mid,0.75,TEST,1421,632,789,0,0,0.445,1421,1.435,1035.9,0.2598,52.2,632,1.655,648.8,0.3374,54.7,789,1.279,387.1,0.1976,50.2,0.1397,0.11,-0.1723,0.17,1.277,1.616,348.5,691.8,,
s14_ob_mit_bias,B3_db0.05,mid,0.75,TEST,1421,842,408,171,0,0.593,1421,1.435,1035.9,0.2598,52.2,842,1.375,536.7,0.2372,51.5,408,1.783,473.4,0.4059,57.1,-0.1687,0.054,-0.1715,0.1694,1.333,1.694,352.7,665.0,,
s14_ob_mit_bias,B3_db0.10,mid,0.75,TEST,1421,767,331,323,0,0.54,1421,1.435,1035.9,0.2598,52.2,767,1.347,463.5,0.2203,50.8,331,1.837,407.6,0.4359,58.0,-0.2156,0.024,-0.1905,0.1874,1.296,1.688,285.0,584.2,,
s14_ob_mit_bias,B5_w2,mid,0.75,TEST,1421,702,719,0,0,0.494,1421,1.435,1035.9,0.2598,52.2,702,1.345,412.4,0.2182,51.0,719,1.526,623.5,0.3004,53.4,-0.0822,0.322,-0.1594,0.1615,1.282,1.61,349.3,681.7,,
